Id;username;party;text;created_at;retweet_count;favorite_count;text_clean
73;neusmunte;jxcat;"VOX ja hi era. 
La foto d’Iceta amb ells,PP i Cs a la manifestació unionista es torna un búmerang,ja que ha contribuit a blanquejar una força política d’extremíssima dreta.
Però ara prou laments,mirem al nord,centrem-nos en nosaltres,la vaga de fam,la justícia europea,la unitat.";2018-12-03 06:42:47;230;532;vox ja hi era la foto d iceta amb ells pp i cs a la manifestacio unionista es torna un bumerang ja que ha contribuit a blanquejar una forca politica d extremissima dreta pero ara prou laments mirem al nord centrem nos en nosaltres la vaga de fam la justicia europea la unitat 
74;manuelvalls;vallsbcn;"Consternado al recibir las noticias del ataque terrorista a mezquitas en Nueva Zelanda. Mi más rotunda condena a la violencia y rechazo al fanatismo, siempre. 

";2019-03-15 07:20:19;37;91;consternado al recibir las noticias del ataque terrorista a mezquitas en nueva zelanda mi mas rotunda condena a la violencia y rechazo al fanatismo siempre 
75;ernestmaragall;erc;"Taxis i VTC, dues formes d’un mateix concepte de mobilitat metropolitana: servei públic d’interès general.

És hora de solucions globals i útils.
Tots ens som responsables. Posem-nos-hi. Nosaltres els primers. 

Però diguem clarament: la violència no és tolerable.";2019-01-19 13:37:57;195;723;taxis i vtc dues formes d un mateix concepte de mobilitat metropolitana servei public d interes general es hora de solucions globals i utils tots ens som responsables posem nos hi nosaltres els primers pero diguem clarament la violencia no es tolerable 
76;subirats9;bcomu;Comença #LlumBCN a Poble Nou. Tres dies de creativitat i innovació artística i urbana ;2019-02-15 18:06:05;10;80;comenca llumbcn a poble nou tres dies de creativitat i innovacio artistica i urbana 
77;PareraEva;vallsbcn;“Any political decision based on exclusion, lack of solidarity or a false sense of self-governance will only create economic depression and barriers for its citizens” ⁦@manuelvalls⁩  ;2019-03-08 06:25:28;7;11; any political decision based on exclusion lack of solidarity or a false sense of self governance will only create economic depression and barriers for its citizens manuelvalls 
78;ernesturtasun;bcomu;"Una boníssima notícia per Barcelona i per tota l'Area Metropolitana!!

El tramvia és ecologia, eficiència i mobilitat #TenimTramvia

";2019-01-25 14:53:17;25;61;una bonissima noticia per barcelona i per tota l area metropolitana el tramvia es ecologia eficiencia i mobilitat tenimtramvia 
79;joanlopezalegre;pp;No estamos prestando suficiente atención a que el resultado de la @CSU el domingo en Baviera es importantísimo para toda #Europa ... y las encuestas pintan mal ;2018-10-10 11:18:05;2;6;no estamos prestando suficiente atencion a que el resultado de la csu el domingo en baviera es importantisimo para toda europa y las encuestas pintan mal 
80;ballarinmontsek;psc;Tot el meu suport a @Alfve, una persona que ha treballat per la igualtat d’oportunitats i pel benestar  de #Terrassa com ningú!🤗🌹 ;2018-09-09 15:57:09;0;9;tot el meu suport a alfve una persona que ha treballat per la igualtat d oportunitats i pel benestar de terrassa com ningu 
81;annasaliente;cup;"Un motiu d'entre tants per fer vaga el #8M 

Pel dret a l'habitatge, per l'expropiació de pisos buits en mans de fons voltor. 

#MunicipisFeministes #VagaFeminista8M ";2019-03-06 17:20:19;57;109;un motiu d entre tants per fer vaga el m pel dret a l habitatge per l expropiacio de pisos buits en mans de fons voltor municipisfeministes vagafeminista m 
82;joanlopezalegre;pp; Eu­ro­pa reivin­di­ca sus cam­pa­nas co­mo Pa­tri­mo­nio In­ma­te­rial de la Hu­ma­ni­dad.;2018-04-18 05:28:56;1;8; europa reivindica sus campanas como patrimonio inmaterial de la humanidad 
83;albertofdezxbcn;pp;🔴Mi repulsa absoluta al ataque de los violentos al centro LGTBI de BCN. Pese a algunos, Barcelona siempre será una ciudad abierta y tolerante @AdaColau ;2019-01-28 08:40:35;17;8;mi repulsa absoluta al ataque de los violentos al centro lgtbi de bcn pese a algunos barcelona siempre sera una ciudad abierta y tolerante adacolau 
84;PareraEva;vallsbcn;Para los pactos postelectorales sólo importa la “unidad estratégica en el tema nacional”. No importan las propuestas para la ciudad, sólo importa tener un independentista de alcalde, al coste que sea. Irresponsabilidad ;2019-03-07 18:03:46;1;2;para los pactos postelectorales solo importa la unidad estrategica en el tema nacional no importan las propuestas para la ciudad solo importa tener un independentista de alcalde al coste que sea irresponsabilidad 
85;gonzalezpons;pp;La única embajadora en Bélgica de Venezuela que reconocemos es la que nombró ayer la Asamblea Nacional de #Venezuela El lunes @ppegrupo exigirá al Parlamento Europeo que retire credenciales a la recadera de Maduro y reconozca a la embajadora de @jguaido a quien hemos reconocido.;2019-02-20 18:00:48;34;92;la unica embajadora en belgica de venezuela que reconocemos es la que nombro ayer la asamblea nacional de venezuela el lunes ppegrupo exigira al parlamento europeo que retire credenciales a la recadera de maduro y reconozca a la embajadora de jguaido a quien hemos reconocido 
86;chantal_moll;vallsbcn;Análisis riguroso de la demanda fraudulenta contra Llarena en Bélgica. La trampa de los golpistas  vía @elmundoes;2018-09-01 09:33:59;0;1;analisis riguroso de la demanda fraudulenta contra llarena en belgica la trampa de los golpistas via elmundoes
87;g_lopezsanz;bcncapital;Fa uns dies, un amic de Granada em va preguntar com estava la situació aquí a Catalunya. La meva resposta sincera va ser “ho estem perdent tot”, i vaig parlar d’una paraula clau: “degradació”. ;2018-10-22 11:31:42;3;4;fa uns dies un amic de granada em va preguntar com estava la situacio aqui a catalunya la meva resposta sincera va ser ho estem perdent tot i vaig parlar d una paraula clau degradacio 
88;Jaumeasens;bcomu;Trump, Lepen o Albiol només avancen allà on no hi ha trinxeres institucionals i ciutadanes organitzades. Cal constituir un front internacional per aturar a l’extrema dreta 👇 ;2018-12-01 14:31:45;62;122;trump lepen o albiol nomes avancen alla on no hi ha trinxeres institucionals i ciutadanes organitzades cal constituir un front internacional per aturar a l extrema dreta 
89;CarinaMejias;vallsbcn;Mucho ánimo compañeros de @Cs_Navarra_ ni sus amenazas, ni su hostigamiento conseguirán callar la defensa de la libertad. #NoNosCallaran ;2019-03-24 09:37:29;57;148;mucho animo companeros de csnavarra ni sus amenazas ni su hostigamiento conseguiran callar la defensa de la libertad nonoscallaran 
90;ejimenezcara;pp;"Apoyando al comercio del Gótico Norte en #BARCELONA #CiutatVella con BOU.

Colau ha sido su principal lastre:

👉 delincuencia
👉 trabas
👉 top manta
👉 expulsión del turismo

@josebouvila, empresario y comerciante, será un alcalde ideal para #BCN

#BouBCN2019
#yoBCN #yoPP 💙 ";2019-03-07 15:21:26;25;27;apoyando al comercio del gotico norte en barcelona ciutatvella con bou colau ha sido su principal lastre delincuencia trabas top manta expulsion del turismo josebouvila empresario y comerciante sera un alcalde ideal para bcn boubcn yobcn yopp 
91;magrinyajordi;cup;"9 de novembre 2014
27 d’octubre 2017
Estructures d’Estat 
Crida a la mobilització per després reprimir?
“no traurem els llaços grocs” 2019
No només teniu dret vosaltres a viure de simbolisme, no sigueu egoistes...😞 ";2019-03-28 11:11:39;11;29; de novembre d octubre estructures d estat crida a la mobilitzacio per despres reprimir no traurem els llacos grocs no nomes teniu dret vosaltres a viure de simbolisme no sigueu egoistes 
92;albertofdezxbcn;pp;Tarde en el Consell Municipal del districte de Les Corts. Una buena oportunidad para afianzar las propuestas en favor de vecinos y barrios ;2019-03-06 19:29:50;16;17;tarde en el consell municipal del districte de les corts una buena oportunidad para afianzar las propuestas en favor de vecinos y barrios 
93;PareraEva;vallsbcn;Un privilegi formar part d'aquesta candidatura que representa el canvi per Barcelona. Som exemple de que el diàleg i el consens entre diferents sensibilitats sí és possible quan l'objectiu és servir als ciutadans. Fer política en lloc de fer partidisme. ;2019-03-08 12:19:45;19;64;un privilegi formar part d aquesta candidatura que representa el canvi per barcelona som exemple de que el dialeg i el consens entre diferents sensibilitats si es possible quan l objectiu es servir als ciutadans fer politica en lloc de fer partidisme 
94;quimforn;jxcat;"La declaració de @jorditurull està sent impecable. Enorme en la defensa de la voluntat i determinació lliures del poble de Catalunya; també molt gran en la denúncia de la diferencia de tracte legal que reps si no atens les resolucions del TC en funció del que penses.
#Absolució ";2019-02-19 13:17:02;1284;5329;la declaracio de jorditurull esta sent impecable enorme en la defensa de la voluntat i determinacio lliures del poble de catalunya tambe molt gran en la denuncia de la diferencia de tracte legal que reps si no atens les resolucions del tc en funcio del que penses absolucio 
95;Jaumeasens;bcomu;Aquest divendres més de 1.200 ciutats sortim al carrer per defensar el planeta. La Vaga pel Clima recull el testimoni de la Vaga Feminista per seguir posant al centre la lluita per la vida. Hi serem! #ClimateStrike ;2019-03-13 12:17:27;41;96;aquest divendres mes de ciutats sortim al carrer per defensar el planeta la vaga pel clima recull el testimoni de la vaga feminista per seguir posant al centre la lluita per la vida hi serem climatestrike 
96;magrinyajordi;cup;"Una de les notícies de la setmana.
Ha passat desapercebuda, clar.
Felicitats als treballadors i treballadores de Glovo!✊🏾 ";2019-02-15 17:56:49;178;464;una de les noticies de la setmana ha passat desapercebuda clar felicitats als treballadors i treballadores de glovo 
97;subirats9;bcomu;Mi artículo de hoy en @LaVanguardia #cultura|s sobre ciencia,?ciudadania y políticas públicas ;2019-03-23 16:13:33;41;103;mi articulo de hoy en lavanguardia cultura s sobre ciencia ciudadania y politicas publicas 
98;miquelpuigrapos;erc;Dice el juez que se niega a aplicar la ley para no favorecer a Puigdemont. No aplicar la ley por parte de un funcionario se denomina prevaricación ;2018-01-22 15:40:12;5613;5507;dice el juez que se niega a aplicar la ley para no favorecer a puigdemont no aplicar la ley por parte de un funcionario se denomina prevaricacion 
99;jordicoronas;erc;Els representants del grup d’@ERCbcn abandonem el #PleBCN per sumar-nos a les mobilitzacions ciutadanes. El nostre lloc avui, es fent costat a la ciutadania;2018-12-21 09:38:27;66;162;els representants del grup d ercbcn abandonem el plebcn per sumar nos a les mobilitzacions ciutadanes el nostre lloc avui es fent costat a la ciutadania
100;junqueras;erc;‘Estimada veïna Tamara, com bé dius, ara compartim repressió, però sobretot l’esperança d’un món millor. Estic convençut que farem entre tots un món millor!’ ;2018-11-16 08:23:04;484;1687; estimada veina tamara com be dius ara compartim repressio pero sobretot l esperanca d un mon millor estic convencut que farem entre tots un mon millor 
101;mvilaredon;bcncapital;Avui hem estat a la Pl St. Miquel per donar suport a les famílies de l'escola Entença, que porta 3 anys en unes instal·lacions provisionals. Exactament els anys que l'@bcn_ajuntament porta marejant la perdiu, fent promeses i improvisant amb propostes de solucions que no compleix. ;2019-02-28 19:01:14;20;32;avui hem estat a la pl st miquel per donar suport a les families de l escola entenca que porta anys en unes instal lacions provisionals exactament els anys que l bcnajuntament porta marejant la perdiu fent promeses i improvisant amb propostes de solucions que no compleix 
102;manuelvalls;vallsbcn;Faig una crida per una revolta cívica per recuperar Barcelona. Hem d'impedir que l'aliança entre el populisme i el separatisme ens allunyi d'Europa. #SalvemBarcelona #VallsBCN2019 ;2019-01-31 17:00:34;54;172;faig una crida per una revolta civica per recuperar barcelona hem d impedir que l alianca entre el populisme i el separatisme ens allunyi d europa salvembarcelona vallsbcn 
103;DianaRibaGiner;erc;Gràcies als calderins i calderines  per l’acollida en la presentació del llibre del @raulromeva. Davant un judici injust, ens reafirmem: #esperançaillibertat! ;2019-02-22 21:23:09;91;619;gracies als calderins i calderines per l acollida en la presentacio del llibre del raulromeva davant un judici injust ens reafirmem esperancaillibertat 
104;junqueras;erc;"Fa uns dies d’aquest fabulós article de la ⁦@JnnDiaz⁩ sobre Rosalía, cultura catalana. 
I aprofito per felicitar a ⁦@rosaliavt⁩ pels premis Grammy! Una mostra més de com de rica i variada és la nostra cultura.  ";2018-11-17 18:46:07;440;1709;fa uns dies d aquest fabulos article de la jnndiaz sobre rosalia cultura catalana i aprofito per felicitar a rosaliavt pels premis grammy una mostra mes de com de rica i variada es la nostra cultura 
105;ballarinmontsek;psc;"A la vista dels titulars contradictoris de ⁦@elpuntavui⁩ i del ⁦@diariARA⁩... 😩😩😩
què diu exactament l’informe de la ⁦@FundacioBofill⁩? ";2018-10-03 07:53:07;12;30;a la vista dels titulars contradictoris de elpuntavui i del diariara que diu exactament l informe de la fundaciobofill 
106;gonzalezpons;pp;@joaquin_camps enhorabuena por el premio Azorín. Ya tengo ganas de empezar a leer La silueta del olvido.;2019-03-08 08:50:42;0;0;joaquincamps enhorabuena por el premio azorin ya tengo ganas de empezar a leer la silueta del olvido 
