ResponseMetadata;Sentiment;SentimentScore
{'RequestId': '07e68603-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '07e68603-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '165', 'date': 'Mon, 10 Jun 2019 09:13:37 GMT'}, 'RetryAttempts': 0};NEGATIVE;{'Positive': 0.0031030511017888784, 'Negative': 0.5158061385154724, 'Neutral': 0.45573145151138306, 'Mixed': 0.025359362363815308}
{'RequestId': '07f68b94-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '07f68b94-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:13:37 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.04810495674610138, 'Negative': 0.02434672601521015, 'Neutral': 0.9011898636817932, 'Mixed': 0.02635839954018593}
{'RequestId': '08049555-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '08049555-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:13:37 GMT'}, 'RetryAttempts': 0};POSITIVE;{'Positive': 0.6156322360038757, 'Negative': 0.09149737656116486, 'Neutral': 0.2029934823513031, 'Mixed': 0.08987689018249512}
{'RequestId': '0812c626-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '0812c626-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:13:37 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.13054803013801575, 'Negative': 0.05310153216123581, 'Neutral': 0.7857730984687805, 'Mixed': 0.03057740442454815}
{'RequestId': '08227d97-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '08227d97-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:13:38 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.01028755959123373, 'Negative': 0.03778133913874626, 'Neutral': 0.9348506331443787, 'Mixed': 0.01708047091960907}
{'RequestId': '0835de88-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '0835de88-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:13:38 GMT'}, 'RetryAttempts': 0};POSITIVE;{'Positive': 0.5773299932479858, 'Negative': 0.010763727128505707, 'Neutral': 0.3647959530353546, 'Mixed': 0.04711040109395981}
{'RequestId': '0844f9b9-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '0844f9b9-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '160', 'date': 'Mon, 10 Jun 2019 09:13:38 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.06826416403055191, 'Negative': 0.184747114777565, 'Neutral': 0.7080318927764893, 'Mixed': 0.038956835865974426}
{'RequestId': '08548a1a-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '08548a1a-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '160', 'date': 'Mon, 10 Jun 2019 09:13:38 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.049785908311605453, 'Negative': 0.2699117064476013, 'Neutral': 0.5420052409172058, 'Mixed': 0.1382971554994583}
{'RequestId': '08641a7b-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '08641a7b-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '165', 'date': 'Mon, 10 Jun 2019 09:13:38 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.01968376152217388, 'Negative': 0.0036813144106417894, 'Neutral': 0.9736027717590332, 'Mixed': 0.0030321760568767786}
{'RequestId': '0874200c-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '0874200c-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:13:38 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.23828864097595215, 'Negative': 0.026448672637343407, 'Neutral': 0.6974603533744812, 'Mixed': 0.03780227154493332}
{'RequestId': '0885ac3d-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '0885ac3d-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '160', 'date': 'Mon, 10 Jun 2019 09:13:38 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.3215406835079193, 'Negative': 0.03754795342683792, 'Neutral': 0.5814619660377502, 'Mixed': 0.05944938585162163}
{'RequestId': '089563ae-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '089563ae-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:13:38 GMT'}, 'RetryAttempts': 0};NEGATIVE;{'Positive': 0.008716660551726818, 'Negative': 0.8454515337944031, 'Neutral': 0.033979132771492004, 'Mixed': 0.11185268312692642}
{'RequestId': '08a4a5ef-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '08a4a5ef-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:13:38 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.03551308810710907, 'Negative': 0.09599857032299042, 'Neutral': 0.819070041179657, 'Mixed': 0.049418363720178604}
{'RequestId': '08b45d60-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '08b45d60-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:13:38 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.041318025439977646, 'Negative': 0.012775872834026814, 'Neutral': 0.9382600784301758, 'Mixed': 0.007646011188626289}
{'RequestId': '08c3edc1-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '08c3edc1-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:13:39 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.03838779404759407, 'Negative': 0.007738194428384304, 'Neutral': 0.9450950622558594, 'Mixed': 0.008778944611549377}
{'RequestId': '08d4ddb2-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '08d4ddb2-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:13:39 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.018123287707567215, 'Negative': 0.008362659253180027, 'Neutral': 0.9559980034828186, 'Mixed': 0.017516035586595535}
{'RequestId': '08e4bc33-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '08e4bc33-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:13:39 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.09954274445772171, 'Negative': 0.002059445483610034, 'Neutral': 0.8941575884819031, 'Mixed': 0.00424023624509573}
{'RequestId': '08f4c1c4-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '08f4c1c4-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:13:39 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.07857827842235565, 'Negative': 0.027145959436893463, 'Neutral': 0.8788248300552368, 'Mixed': 0.015450950711965561}
{'RequestId': '0904a045-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '0904a045-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:13:39 GMT'}, 'RetryAttempts': 0};POSITIVE;{'Positive': 0.8930666446685791, 'Negative': 0.0016536802286282182, 'Neutral': 0.09151701629161835, 'Mixed': 0.01376260444521904}
{'RequestId': '0914f3f6-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '0914f3f6-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:13:39 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.00731675373390317, 'Negative': 0.03644730523228645, 'Neutral': 0.9345411062240601, 'Mixed': 0.021694885566830635}
{'RequestId': '09511297-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '09511297-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:13:39 GMT'}, 'RetryAttempts': 0};NEGATIVE;{'Positive': 0.0007919426425360143, 'Negative': 0.9166440963745117, 'Neutral': 0.06471129506826401, 'Mixed': 0.017852764576673508}
{'RequestId': '0960a2f8-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '0960a2f8-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:13:40 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.06017807871103287, 'Negative': 0.038077302277088165, 'Neutral': 0.8599557876586914, 'Mixed': 0.041788745671510696}
{'RequestId': '096fe539-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '096fe539-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:13:40 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.23344935476779938, 'Negative': 0.03641517460346222, 'Neutral': 0.7104648947715759, 'Mixed': 0.019670618698000908}
{'RequestId': '097f006a-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '097f006a-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '159', 'date': 'Mon, 10 Jun 2019 09:13:40 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.0498054139316082, 'Negative': 0.1705092489719391, 'Neutral': 0.7261413931846619, 'Mixed': 0.05354400351643562}
{'RequestId': '098eb7dc-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '098eb7dc-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:13:40 GMT'}, 'RetryAttempts': 0};POSITIVE;{'Positive': 0.5795270204544067, 'Negative': 0.0009588471730239689, 'Neutral': 0.41335129737854004, 'Mixed': 0.006162858568131924}
{'RequestId': '099f0b8d-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '099f0b8d-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '166', 'date': 'Mon, 10 Jun 2019 09:13:40 GMT'}, 'RetryAttempts': 0};NEGATIVE;{'Positive': 0.0021016555838286877, 'Negative': 0.9406754970550537, 'Neutral': 0.018792621791362762, 'Mixed': 0.038430243730545044}
{'RequestId': '09afad5e-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '09afad5e-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:13:40 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.3240690529346466, 'Negative': 0.059655074030160904, 'Neutral': 0.5640958547592163, 'Mixed': 0.05218001455068588}
{'RequestId': '09bea17f-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '09bea17f-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '159', 'date': 'Mon, 10 Jun 2019 09:13:40 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.04862650856375694, 'Negative': 0.3186558187007904, 'Neutral': 0.5909131169319153, 'Mixed': 0.0418044812977314}
{'RequestId': '09ce58f0-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '09ce58f0-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:13:40 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.01679178886115551, 'Negative': 0.019251609221100807, 'Neutral': 0.9589217305183411, 'Mixed': 0.005034926347434521}
{'RequestId': '09df48e1-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '09df48e1-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:13:40 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.032236889004707336, 'Negative': 0.12391959875822067, 'Neutral': 0.8217315077781677, 'Mixed': 0.022112056612968445}
{'RequestId': '09ee15f2-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '09ee15f2-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:13:40 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.03521754965186119, 'Negative': 0.14279966056346893, 'Neutral': 0.7953663468360901, 'Mixed': 0.026616454124450684}
{'RequestId': '09fcbbf3-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '09fcbbf3-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '159', 'date': 'Mon, 10 Jun 2019 09:13:41 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.1916305124759674, 'Negative': 0.05123259499669075, 'Neutral': 0.6499315500259399, 'Mixed': 0.1072053462266922}
{'RequestId': '0a0aecc4-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '0a0aecc4-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:13:41 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.030680427327752113, 'Negative': 0.36555999517440796, 'Neutral': 0.5567935109138489, 'Mixed': 0.04696597158908844}
{'RequestId': '0a1a5615-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '0a1a5615-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:13:41 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.017022158950567245, 'Negative': 0.2221646010875702, 'Neutral': 0.7144756317138672, 'Mixed': 0.04633753374218941}
{'RequestId': '0a2bbb36-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '0a2bbb36-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:13:41 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.011205579154193401, 'Negative': 0.01104605384171009, 'Neutral': 0.9707021713256836, 'Mixed': 0.007046181708574295}
{'RequestId': '0a3a3a27-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '0a3a3a27-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '160', 'date': 'Mon, 10 Jun 2019 09:13:41 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.24193154275417328, 'Negative': 0.18605510890483856, 'Neutral': 0.514799952507019, 'Mixed': 0.05721338465809822}
{'RequestId': '0a486af8-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '0a486af8-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:13:41 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.20068290829658508, 'Negative': 0.0009595618466846645, 'Neutral': 0.7896819114685059, 'Mixed': 0.008675634860992432}
{'RequestId': '0a5710f9-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '0a5710f9-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:13:41 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.009736524894833565, 'Negative': 0.05042187124490738, 'Neutral': 0.9236286878585815, 'Mixed': 0.016212960705161095}
{'RequestId': '0a67b2ca-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '0a67b2ca-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:13:41 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.12719550728797913, 'Negative': 0.0022151677403599024, 'Neutral': 0.8628024458885193, 'Mixed': 0.007786909583956003}
{'RequestId': '0a771c1b-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '0a771c1b-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:13:41 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.11670824140310287, 'Negative': 0.06573927402496338, 'Neutral': 0.7542014122009277, 'Mixed': 0.06335113197565079}
{'RequestId': '0a85e92c-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '0a85e92c-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:13:41 GMT'}, 'RetryAttempts': 0};POSITIVE;{'Positive': 0.5264981985092163, 'Negative': 0.0068956660106778145, 'Neutral': 0.4196690320968628, 'Mixed': 0.04693712294101715}
{'RequestId': '0a95eebd-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '0a95eebd-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:13:42 GMT'}, 'RetryAttempts': 0};POSITIVE;{'Positive': 0.5063672661781311, 'Negative': 0.00981571152806282, 'Neutral': 0.4622002840042114, 'Mixed': 0.02161671593785286}
{'RequestId': '0aa46dae-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '0aa46dae-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:13:42 GMT'}, 'RetryAttempts': 0};POSITIVE;{'Positive': 0.95835942029953, 'Negative': 0.0002584346802905202, 'Neutral': 0.03521747514605522, 'Mixed': 0.006164679769426584}
{'RequestId': '0ab5abbf-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '0ab5abbf-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:13:42 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.06602262705564499, 'Negative': 0.004975210875272751, 'Neutral': 0.9255202412605286, 'Mixed': 0.0034819492138922215}
{'RequestId': '0ac451c0-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '0ac451c0-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:13:42 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.002005554037168622, 'Negative': 0.017381206154823303, 'Neutral': 0.9759304523468018, 'Mixed': 0.004682835191488266}
{'RequestId': '0ad4a571-8b60-11e9-b8ff-d742a3f3ba06', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '0ad4a571-8b60-11e9-b8ff-d742a3f3ba06', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:13:42 GMT', 'connection': 'close'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.08873160183429718, 'Negative': 0.016996536403894424, 'Neutral': 0.8861944675445557, 'Mixed': 0.008077357895672321}
{'RequestId': '0b03a498-8b60-11e9-a1bd-456a9f2c1970', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '0b03a498-8b60-11e9-a1bd-456a9f2c1970', 'content-type': 'application/x-amz-json-1.1', 'content-length': '161', 'date': 'Mon, 10 Jun 2019 09:13:42 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.35172930359840393, 'Negative': 0.01698201708495617, 'Neutral': 0.5252785682678223, 'Mixed': 0.10601014643907547}
{'RequestId': '0b425b4a-8b60-11e9-a1bd-456a9f2c1970', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '0b425b4a-8b60-11e9-a1bd-456a9f2c1970', 'content-type': 'application/x-amz-json-1.1', 'content-length': '163', 'date': 'Mon, 10 Jun 2019 09:13:42 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.037260591983795166, 'Negative': 0.04277193546295166, 'Neutral': 0.9025998711585999, 'Mixed': 0.017367606982588768}
{'RequestId': '0b51014b-8b60-11e9-a1bd-456a9f2c1970', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '0b51014b-8b60-11e9-a1bd-456a9f2c1970', 'content-type': 'application/x-amz-json-1.1', 'content-length': '165', 'date': 'Mon, 10 Jun 2019 09:13:42 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.025348898023366928, 'Negative': 0.0033838609233498573, 'Neutral': 0.9661204218864441, 'Mixed': 0.005146890878677368}
{'RequestId': '0b6106dc-8b60-11e9-a1bd-456a9f2c1970', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '0b6106dc-8b60-11e9-a1bd-456a9f2c1970', 'content-type': 'application/x-amz-json-1.1', 'content-length': '160', 'date': 'Mon, 10 Jun 2019 09:13:42 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.25545600056648254, 'Negative': 0.1285409778356552, 'Neutral': 0.5088409185409546, 'Mixed': 0.10716211795806885}
{'RequestId': '0b71a8ae-8b60-11e9-a1bd-456a9f2c1970', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '0b71a8ae-8b60-11e9-a1bd-456a9f2c1970', 'content-type': 'application/x-amz-json-1.1', 'content-length': '165', 'date': 'Mon, 10 Jun 2019 09:13:42 GMT'}, 'RetryAttempts': 0};POSITIVE;{'Positive': 0.7912544012069702, 'Negative': 3.483822365524247e-05, 'Neutral': 0.20720206201076508, 'Mixed': 0.0015086857602000237}
{'RequestId': '0b81601f-8b60-11e9-a1bd-456a9f2c1970', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '0b81601f-8b60-11e9-a1bd-456a9f2c1970', 'content-type': 'application/x-amz-json-1.1', 'content-length': '162', 'date': 'Mon, 10 Jun 2019 09:13:43 GMT'}, 'RetryAttempts': 0};NEUTRAL;{'Positive': 0.02191789261996746, 'Negative': 0.04226122424006462, 'Neutral': 0.9251128435134888, 'Mixed': 0.010708075016736984}
{'RequestId': '0b90f080-8b60-11e9-a1bd-456a9f2c1970', 'HTTPStatusCode': 200, 'HTTPHeaders': {'x-amzn-requestid': '0b90f080-8b60-11e9-a1bd-456a9f2c1970', 'content-type': 'application/x-amz-json-1.1', 'content-length': '164', 'date': 'Mon, 10 Jun 2019 09:13:43 GMT'}, 'RetryAttempts': 0};POSITIVE;{'Positive': 0.7321380972862244, 'Negative': 0.0038696706760674715, 'Neutral': 0.24312062561511993, 'Mixed': 0.02087167091667652}
